id,category_id,name,description,price,image_url,is_active,is_special,created_at,has_discount,discount_price
023522e3-390f-4f0f-a265-0900139a1da4,270399c6-56d6-4f7c-8800-3e346317f4ca,Ichiro roll,"Salmón, palta, cebollín en atún, y salsa acevichada",6000,,false,false,2026-02-12 05:35:25.632329+00,false,
04ceec7c-cd03-4fbc-8b00-950cc5b5ad92,cf3bee05-fb7d-482a-8f2d-40b95a8da915,Tery hot,"Pollo tery, queso crema, cebollín en panko",5000,,true,false,2026-02-12 05:35:25.632329+00,false,
07cc3a65-f891-48b3-b11c-f14303eb79e1,66ec04c4-f5cd-45c4-a004-631367cdbbc5,Chicken California,"Pollo apanado, queso crema, kanikama apanado",4500,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771044064/menu/mqclqdkw62hifzjij2x8.png,true,false,2026-02-12 05:35:25.632329+00,false,
07d223b4-e580-413d-84f9-06a512a82d0d,66ec04c4-f5cd-45c4-a004-631367cdbbc5,Tery California,"Pollo teriyaki, queso y pimentón en cibulette o sésamo ",4500,,true,false,2026-02-12 05:35:25.632329+00,false,
0ecbe6a3-9504-48a0-9238-a73e4abb8f0e,bddba677-1036-4a04-af1c-c4883f4bcf83,Kento hot,"Palmito, pepino, cebollín envuelto en panko con topping de verduras salteadas y papas hilos ",5500,,true,false,2026-02-12 05:35:25.632329+00,false,
148ad338-6902-41ff-b34b-5ac6db96ff39,bdf2521b-3bc8-4243-aed6-a6d0f16bee71,Gohan de Pollo,"Bowl con base de arroz, palta, cebollín y queso crema con pollo",6000,,true,false,2026-02-12 05:35:25.632329+00,false,
158b0511-fc76-401a-a4f0-628479fadf14,54792bbb-44d8-463a-9309-d38d194e7c1f,Poseidon roll,"Kanikama, palta, cebollín, coronado con gratinado de salmón y queso crema terminado con salsa tery",7000,,true,false,2026-02-12 05:35:25.632329+00,false,
17bc34f6-bbcd-4bcb-88ed-cca546dba446,31b22d2f-e65c-4b90-b338-5bf8f2892314,Croquetas de Salmón,5 unidades con salsa tártara,4500,,false,false,2026-02-12 05:35:25.632329+00,false,
18840099-663c-4317-9a6b-86ad1d7260ae,fa4e3ca6-f567-4052-8b67-06a054989732,Osaki hot,"Pescado blanco apanado, salmón ahumado, queso crema en panko con topping de pasta dinamita y salsa tery",7500,,false,false,2026-02-12 05:35:25.632329+00,false,
188d4294-5ba2-4eee-9b1c-4d1e64d5dfea,2cfc64e1-b0bf-47f5-9966-579867456498,Ceviche vega,"Palta, cebolla y pepino envuelto en palta con topping de ceviche de champiñón",6000,,true,false,2026-02-12 05:35:25.632329+00,false,
1a8f8a78-7be9-43b1-9440-04bd875f0e47,2cfc64e1-b0bf-47f5-9966-579867456498,Plátano roll vegan,"Verduras tempura, queso crema, cebollín envuelto en plátano",5000,,true,false,2026-02-12 05:35:25.632329+00,false,
1ac79d21-733f-44a1-ad65-8ca74c776baa,54792bbb-44d8-463a-9309-d38d194e7c1f,Lemon roll,"Salmón tempura, queso crema, palta envuelto en salmón y rodajas de limón con salsa tery",6500,,true,false,2026-02-12 05:35:25.632329+00,false,
1c6c7740-efcf-4d01-918f-bcc6dbd26ff3,26c437fa-bfb1-4aee-942b-a1460aad5ef0,Sake light,"Salmón, queso crema, mango, kanikama apanado, pepino envuelto en palta con salsa mayomaracucha",7000,,true,false,2026-02-12 05:35:25.632329+00,false,
1e09d39b-57d4-4a5c-8ac1-75943d31cda2,270399c6-56d6-4f7c-8800-3e346317f4ca,Ebi exotic,"Camarón, queso crema, mango envuelto en salmón",6000,,true,false,2026-02-12 05:35:25.632329+00,false,
2078f106-9d2f-47a5-a362-d95e695183c7,31b22d2f-e65c-4b90-b338-5bf8f2892314,Gyozas Camarón,5 unidades de gyozas de camarón,4000,,false,false,2026-02-12 05:35:25.632329+00,false,
213b21f3-a519-45dd-bf7f-8b51bbf0ffdb,2cfc64e1-b0bf-47f5-9966-579867456498,Vegeta,"Pepino, palmito envuelto en palta con topping de verdura crispy y salsa acevichada",5000,,true,false,2026-02-12 05:35:25.632329+00,false,
25720ca7-eeaa-4762-8eae-77d40037a1af,2cfc64e1-b0bf-47f5-9966-579867456498,Champi avocado,"Champiñón, queso crema, pimiento envuelto en palta ",5000,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771046203/menu/f2qzrpxjehelyqjy55je.png,true,false,2026-02-12 05:35:25.632329+00,false,
29129c46-58ba-484b-8441-5b9497ffa1e4,270399c6-56d6-4f7c-8800-3e346317f4ca,Zetsu,"Pollo apanado, palta, cebollín en queso crema flameado con salsa tery",5700,,true,false,2026-02-12 05:35:25.632329+00,false,
2b11e80c-7c05-4721-b2ff-24e76429b48e,cf3bee05-fb7d-482a-8f2d-40b95a8da915,Kani hot,"Kanikama apanado, queso crema, mango en panko, topping de wakame y kani",5500,,true,false,2026-02-12 05:35:25.632329+00,false,
2fd0680f-63e2-4ad6-a181-f9bf18d60f39,70eea4ad-a3e6-45da-b976-86463d433da3,Sashimi 9 Cortes,9 cortes de salmón,8500,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771044263/menu/l21tmej4orhjf0okn7t8.png,true,false,2026-02-12 05:35:25.632329+00,false,
32d4514a-a332-4994-a17a-22be7674befd,fa4e3ca6-f567-4052-8b67-06a054989732,Valencia hot,"Camarón apanado, queso crema, cebollín en panko, topping de camarón mayonesa cebollín, un toque de salsa picante con salsa funji y salsa tery",7500,,false,false,2026-02-12 05:35:25.632329+00,false,
3350260e-fcad-4513-a4ca-c8f1464788b1,299de3b3-012f-4069-af46-24ffa3f67f49,Pescado Blanco,Pescado blanco en salsa blanca con champiñones acompañado con arroz o papa salteada,10500,,true,false,2026-02-12 05:35:25.632329+00,false,
3bdf8c24-4262-43cc-9aff-a12fea58476a,54792bbb-44d8-463a-9309-d38d194e7c1f,Ebi avocado,"Salmón, camarón, queso crema en palta",7000,,true,false,2026-02-12 05:35:25.632329+00,false,
4282965f-b3d3-4cb2-83f5-ccab4fd5fd8f,bdf2521b-3bc8-4243-aed6-a6d0f16bee71,Gohan de Camarones,"Bowl con base de arroz, palta, cebollín y queso crema con camarones",6500,,true,false,2026-02-12 05:35:25.632329+00,false,
458aa872-6695-4a57-b492-b7e09c8e8af7,26c437fa-bfb1-4aee-942b-a1460aad5ef0,Chipo roll,"Pollo tery, queso crema, cebollín, tempura crispy en palta",6300,,true,false,2026-02-12 05:35:25.632329+00,false,
49965b98-b116-4958-91a0-195f004c1a4d,54792bbb-44d8-463a-9309-d38d194e7c1f,Smook cheese,"Camarón apanado, palta y cebollín en queso crema flameado y salsa tery",6500,,true,false,2026-02-12 05:35:25.632329+00,false,
4add7479-87b2-4b1f-ae0d-50ef81bd6c9a,54792bbb-44d8-463a-9309-d38d194e7c1f,Futo rainbow,"Salmón, camaron, queso crema y mango en nori, salsa acevichada y toques de masago",7000,,false,false,2026-02-12 05:35:25.632329+00,false,
5285a0b6-1f7b-45d9-a11e-94d629d8f6f2,bddba677-1036-4a04-af1c-c4883f4bcf83,Champi hot,"Champiñón, queso crema, cebollín en panko",4900,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771046213/menu/y56nzd2in3cxatunvdyx.png,true,false,2026-02-12 05:35:25.632329+00,false,
530eacb5-3eef-4302-bca2-d65fa7709b4a,299de3b3-012f-4069-af46-24ffa3f67f49,Arroz con Mariscos,"Arroz con mariscos aderezado con exquisita salsa de ají amarillo, coronado con ensalada criolla",11000,,true,false,2026-02-12 05:35:25.632329+00,false,
56660b08-59cd-43d0-bb26-5f85e37a5f5f,299de3b3-012f-4069-af46-24ffa3f67f49,Tepanyaki,Arroz frito estilo tailandés acompañado con cebolla y champiñones con la proteína de tu elección a la plancha,7000,,true,false,2026-02-12 05:35:25.632329+00,false,
58585f30-55d4-4412-bab0-c2e271ef2573,54792bbb-44d8-463a-9309-d38d194e7c1f,Selva green,"Camarón tempura, palta, kanikama apanado en queso crema y wakame con salsa spicy",7600,,false,false,2026-02-12 05:35:25.632329+00,false,
5abe82f5-bfbd-4b51-b294-9bc1eadf1d05,31b22d2f-e65c-4b90-b338-5bf8f2892314,Champi Cheese,5 champiñones rellenos de queso crema y verduras,4500,,false,false,2026-02-12 05:35:25.632329+00,false,
5e1b3f38-8e9d-4fd6-8244-5796c5f6914d,31b22d2f-e65c-4b90-b338-5bf8f2892314,Arrollado Jamón Queso,5 unidades con salsa soya o teriyaki,3500,,false,false,2026-02-12 05:35:25.632329+00,false,
5f2b68dc-ce12-4e7e-bb07-f8ce67430a8d,9db40b16-3b36-4aed-b0e5-4acba23a14f3,2 Hand Roll,Hand roll de pollo y hand roll de kanikama,5500,,true,false,2026-02-12 05:35:25.632329+00,false,
5fd900c1-357c-4ef7-ab5b-2290dcd3adf8,fa4e3ca6-f567-4052-8b67-06a054989732,Spicy hot,"Salmón, queso crema, palta envuelto en panko con salsa spicy y Sriracha",6500,,true,false,2026-02-12 05:35:25.632329+00,false,
636fb019-17eb-47e8-b263-906cda4dddb9,299de3b3-012f-4069-af46-24ffa3f67f49,Tallarines a la Huancaína con Marisco,Tallarines en salsa huancaína acompañado de marisco,11000,,true,false,2026-02-12 05:35:25.632329+00,false,
64d3f99b-a43e-4997-a767-63ff3512ec64,54792bbb-44d8-463a-9309-d38d194e7c1f,Tanjiro roll,"Kanikama apanado, palta y cebollín en sésamo, con topping de camarones gratinados en queso crema y mix de salsas",7500,,true,false,2026-02-12 05:35:25.632329+00,false,
679e94c8-3c34-459c-ac55-32e2ab8b8424,299de3b3-012f-4069-af46-24ffa3f67f49,Pollo Takiri,"Pollo salteado con champiñones, arroz y ensalada fresca",8000,,true,false,2026-02-12 05:35:25.632329+00,false,
67cf16a4-ec5c-4b7f-991c-4a507eb22133,bdf2521b-3bc8-4243-aed6-a6d0f16bee71,Gohan de Vegetales,"Bowl con base de arroz, palta, cebollín y queso crema con vegetales",6000,,true,false,2026-02-12 05:35:25.632329+00,false,
687f57b1-62e1-407d-bfa6-7eb92ddd5305,299de3b3-012f-4069-af46-24ffa3f67f49,Lomo Salteado,Lomo salteado con vegetales estilo peruano acompañado de arroz y papas fritas,12500,,true,false,2026-02-12 05:35:25.632329+00,false,
68e219c2-04c8-429b-8aff-2f640b212ff1,bdf2521b-3bc8-4243-aed6-a6d0f16bee71,Gohan Salmón Pollo,"Bowl con base de arroz, palta, cebollín y queso crema con salmón y pollo",7500,,true,false,2026-02-12 05:35:25.632329+00,false,
6994dc18-4519-4bc8-a268-13a4bf771144,54792bbb-44d8-463a-9309-d38d194e7c1f,Alaska fresh,"Salmón, queso crema, mango en palta y salmón",7000,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771047812/menu/txlg5jkhcu1jhm7akpzy.png,true,false,2026-02-12 05:35:25.632329+00,false,
6d1567ad-f527-4fb0-a33a-c442c964e214,270399c6-56d6-4f7c-8800-3e346317f4ca,Ebi sake roll,"Salmón, camarón apanado, cebollín en palta",6000,,true,false,2026-02-12 05:35:25.632329+00,false,
6dbecdd3-9a31-4b45-b808-23e1a542e30c,31b22d2f-e65c-4b90-b338-5bf8f2892314,Pollo Kids,Trocitos de pollo apanado,4000,,true,false,2026-02-12 05:35:25.632329+00,false,
6e107cd6-0301-4e52-b1aa-f6148f3c50c2,2cfc64e1-b0bf-47f5-9966-579867456498,Crispy vegan,"Champiñón tempura, zanahoria tempura, cebollín envuelto en palta con topping de tempura crispy",5000,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771047638/menu/r0xlztek9tvjlfy4mjww.png,true,false,2026-02-12 05:35:25.632329+00,false,
70be3681-af7b-4d4e-bf1d-94423d180332,54792bbb-44d8-463a-9309-d38d194e7c1f,Uzumaki roll,"Salmón, queso crema y kanikama apanado en plátano con puntos de salsa dinamita y salsa tery",7000,,true,false,2026-02-12 05:35:25.632329+00,false,
725dac92-3f99-4a8b-a6ff-b33dcecce92a,66ec04c4-f5cd-45c4-a004-631367cdbbc5,Ebi Fresh,"Camarón, queso crema y palta en sésamo ",5000,,true,false,2026-02-12 05:35:25.632329+00,false,
73dc531f-4804-42e7-9240-11e1b72ca8fc,668e6e50-01b0-4b82-b842-1bf85eb6e1b4,Tiraditos de Atún,"12 finos cortes de atún con palta, bañado en salsa especial oishi con un toque de togarashi y cilantro",12000,,true,false,2026-02-12 05:35:25.632329+00,false,
75b215b3-e9f4-4e20-9183-a5e8b827145e,66ec04c4-f5cd-45c4-a004-631367cdbbc5,Alaska Rolls,"Salmón, queso crema, palta en sésamo",5000,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771047836/menu/nt7z5fxvue2tromdoh7s.png,true,false,2026-02-12 05:35:25.632329+00,false,
763aaf22-3429-4463-ad7a-f476dddd06f9,31b22d2f-e65c-4b90-b338-5bf8f2892314,Arrollado Primavera,5 unidades con salsa soya o teriyaki,3500,,false,false,2026-02-12 05:35:25.632329+00,false,
79b37135-55c2-42a4-bbee-017f2dfd0c88,26c437fa-bfb1-4aee-942b-a1460aad5ef0,Goku roll,"Salmón, atún, pescado blanco, palta, queso en nori, salsa acevichada y masago",8500,,false,false,2026-02-12 05:35:25.632329+00,false,
7a653b4a-ea82-4b77-8517-13910a43e8ef,9db40b16-3b36-4aed-b0e5-4acba23a14f3,Handroll de pollo,"Pollo, queso crema, cebollin, frito",3000,,true,false,2026-02-15 04:25:31.871642+00,false,
7bf6145b-d1f0-4644-931a-8c3fb8ae654c,cf3bee05-fb7d-482a-8f2d-40b95a8da915,Yasai hot,"Champiñón tempura, queso crema, cebollín, palmito en panko",4800,,true,false,2026-02-12 05:35:25.632329+00,false,
80a0cb6e-f83d-4b6a-bd02-ca283c58bc13,70eea4ad-a3e6-45da-b976-86463d433da3,Sashimi 3 Cortes,"3 cortes de salmón ",4000,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771044248/menu/aumt6nxtt1uhkdyxpdn3.png,true,false,2026-02-12 05:35:25.632329+00,false,
819b753a-6203-4a4e-8e7a-83ff36613351,9db40b16-3b36-4aed-b0e5-4acba23a14f3,3 Hand Roll,"Hand roll de pollo, hand roll de kanikama y hand roll de camarones",8500,,true,false,2026-02-12 05:35:25.632329+00,false,
81a4f063-124e-43c5-87e6-2979cf6e1841,9db40b16-3b36-4aed-b0e5-4acba23a14f3,20 Piezas,"10 piezas de pollo en sésamo o ciboulette, 10 piezas de camarón en panko",8200,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771047796/menu/hxnnn4cgjttxrpr0lpbi.png,true,false,2026-02-12 05:35:25.632329+00,false,
8344e46d-9a6d-428a-b870-1a09fe36a2bd,270399c6-56d6-4f7c-8800-3e346317f4ca,Chicken tery,"Pollo teriyaki, queso crema y cebollín envuelto en palta",5500,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771044145/menu/zmtehxjmthv09zzpz8xs.png,true,false,2026-02-12 05:35:25.632329+00,false,
83a336e1-77a6-43d8-a092-94a3a2b37d4d,2cfc64e1-b0bf-47f5-9966-579867456498,Nagato roll,"Champiñón, queso crema, pimentón envuelto en palta con topping de cebolla caramelizada",4700,,true,false,2026-02-12 05:35:25.632329+00,false,
8521d538-e437-4284-87ea-1acd2d467985,cf3bee05-fb7d-482a-8f2d-40b95a8da915,Smook hot,"Salmón, kanikama apanado, queso crema, palta en panko",6500,,false,false,2026-02-12 05:35:25.632329+00,false,
8555ac09-943c-45b8-907e-007663a9c585,54792bbb-44d8-463a-9309-d38d194e7c1f,Maracuyá roll,"Salmón tempura, palta y tempura crispy en queso y salsa de maracuyá",6500,,true,false,2026-02-12 05:35:25.632329+00,false,
85789d26-f043-444a-9d4b-94ec79d7386c,2cfc64e1-b0bf-47f5-9966-579867456498,Exótico roll,"Champiñón tempura, queso crema, mango, pepino en plátano",4700,,true,false,2026-02-12 05:35:25.632329+00,false,
